idade_em_2023;nome_curso;distancia_cidade_polo;genero;raca;estado_civil;jornada;renda_familiar;tempo_ensino_medio;motivo_ead;internet_casa;evadiu
58;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
56;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
31;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
56;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;1
57;Letras Inglês - Licenciatura;De 100 a 200 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
34;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
55;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Autonomia nos estudos;Sim;0
54;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
57;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
51;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Autonomia nos estudos;Sim;1
55;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Branca;Divorciado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
61;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
58;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
71;Letras Inglês - Licenciatura;Até 50km;Feminino;Parda;Divorciado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
57;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
54;Letras Inglês - Licenciatura;De 100 a 200 km;Masculino;Preta;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
57;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
55;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;1
53;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
54;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
38;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
55;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
23;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Autonomia nos estudos;Sim;0
49;Letras Inglês - Licenciatura;Até 50km;Feminino;Amarela;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Letras Inglês - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
53;Letras Inglês - Licenciatura;Até 50km;Masculino;Branca;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
46;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
57;Pedagogia - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
51;Letras Inglês - Licenciatura;Até 50km;Feminino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
53;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Sim;0
49;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Preta;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
53;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Custos mais baixos para concluir o curso;Sim;1
46;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;1
49;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
49;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
50;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
48;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
51;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
48;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Custos mais baixos para concluir o curso;Sim;0
49;Letras Português - Licenciatura;De 100 a 200 km;Feminino;Parda;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Letras Inglês - Licenciatura;Até 50km;Masculino;Parda;Solteiro(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
43;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
45;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
57;Letras Português - Licenciatura;Até 50km;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
43;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
52;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
47;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
52;Geografia - Licenciatura;De 100 a 200 km;Feminino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Letras Inglês - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
48;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
47;Letras Português - Licenciatura;Moro no mesmo município do polo;Masculino;Indígena;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Português - Licenciatura;Mais de 200 km;Feminino;Parda;Divorciado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
48;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Autonomia nos estudos;Sim;1
46;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
59;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Divorciado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Inglês - Licenciatura;Mais de 200 km;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;1
43;Educação Física - Licenciatura Plena;Até 50km;Masculino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
50;Pedagogia - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
47;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Mais de 4 salários mínimos por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;0
54;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
44;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Preta;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Não;0
46;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Educação Física - Licenciatura Plena;Mais de 200 km;Feminino;Branca;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
44;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
42;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
43;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
61;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
51;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;1
39;Geografia - Licenciatura;De 100 a 200 km;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Geografia - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
28;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;0
40;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
33;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
50;Letras Inglês - Licenciatura;Mais de 200 km;Masculino;Branca;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
32;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
34;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Preta;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Pedagogia - Licenciatura;Mais de 200 km;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
23;Educação Física - Licenciatura Plena;De 100 a 200 km;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
28;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Custos mais baixos para concluir o curso;Sim;0
41;História - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
49;Ciências Biológicas - Licenciatura;Até 50km;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Matemática - Licenciatura;Mais de 200 km;Feminino;Preta;Solteiro(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
54;História - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
39;Geografia - Licenciatura;Até 50km;Masculino;Parda;Casado(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
34;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Ciências Biológicas - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Geografia - Licenciatura;Até 50km;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Geografia - Licenciatura;De 50km a 100 km;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
29;História - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Matemática - Licenciatura;Mais de 200 km;Feminino;Branca;Divorciado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;Ciências Biológicas - Licenciatura;De 50km a 100 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;História - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
35;História - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
40;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
38;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
26;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
45;Ciências Biológicas - Licenciatura;Até 50km;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
31;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
31;Geografia - Licenciatura;Até 50km;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
66;Matemática - Licenciatura;Moro no mesmo município do polo;Masculino;Amarela;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
43;Ciências Biológicas - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Matemática - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
27;História - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;De 5 a 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
36;Ciências Biológicas - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
36;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
30;Matemática - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);Não estou trabalhando;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
45;Matemática - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
37;História - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Ciências Biológicas - Licenciatura;De 100 a 200 km;Feminino;Branca;Casado(a);Até 20 horas;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
23;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Custos mais baixos para concluir o curso;Sim;0
33;Matemática - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);Não estou trabalhando;De 1 a 2 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
30;Matemática - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
