idade_em_2023;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
24;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Educação Física - Licenciatura Plena;Andrelândia;0;Moro no mesmo município do polo;2020;Masculino;Branca;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
26;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
24;Letras Inglês - Licenciatura;Janaúba;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;1
26;Letras Português - Licenciatura;Taiobeiras;45.832;Até 50km;2020;Feminino;Amarela;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
24;Educação Física - Licenciatura Plena;Capelinha;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Smartphone;1
25;Letras Inglês - Licenciatura;Janaúba;93.277;De 50km a 100 km;2020;Feminino;Preta;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
26;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
22;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;0
25;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;A distância (ou semipresencial);Não;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
24;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
26;Pedagogia - Licenciatura;Jaíba;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Sim, atuo no setor privado;Até 20 horas;Até 1 salário mínimo por pessoa;outros;Não identificado;De 3 a 5 anos;Não;Presencial;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
25;Letras Português - Licenciatura;Itamonte;0;Moro no mesmo município do polo;2020;Masculino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;0
27;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Não;A distância (ou semipresencial);Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
28;Letras Português - Licenciatura;Taiobeiras;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
24;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
29;Letras Português - Licenciatura;Taiobeiras;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;1
22;Educação Física - Licenciatura Plena;Capelinha;0;Moro no mesmo município do polo;2020;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
24;Pedagogia - Licenciatura;São João da Ponte;127.321;De 100 a 200 km;2020;Masculino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
26;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
26;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;outros;Sim;No Polo;Não tenho necessidades especiais;Computador;0
26;Pedagogia - Licenciatura;Jaíba;0.01;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;No Polo;Não tenho necessidades especiais;Smartphone;0
51;Letras Português - Licenciatura;Carlos Chagas;0;De 100 a 200 km;2020;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
23;Educação Física - Licenciatura Plena;Buritizeiro;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
25;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
24;Letras Português - Licenciatura;Itamarandiba;0;Até 50km;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;No Polo;Não tenho necessidades especiais;Computador;0
22;Educação Física - Licenciatura Plena;Buritizeiro;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;0
24;Pedagogia - Licenciatura;São João da Ponte;31.427;Até 50km;2020;Feminino;Parda;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
24;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Indígena;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 3 a 5 anos;Não;A distância (ou semipresencial);Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador;1
24;Pedagogia - Licenciatura;São João da Ponte;99.375;De 100 a 200 km;2020;Feminino;Preta;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
23;Letras Inglês - Licenciatura;Janaúba;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
24;Letras Português - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Preta;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Computador;1
22;Educação Física - Licenciatura Plena;Buritizeiro;7.926;Até 50km;2020;Masculino;Preta;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
27;Pedagogia - Licenciatura;São João da Ponte;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
24;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;No Polo;Não tenho necessidades especiais;outros;0
26;Geografia - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
23;Educação Física - Licenciatura Plena;Buritizeiro;115.549;Moro no mesmo município do polo;2020;Feminino;Preta;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;1
23;Letras Português - Licenciatura;Itamarandiba;46.47;De 50km a 100 km;2020;Feminino;Parda;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
23;Letras Português - Licenciatura;Itamarandiba;46.47;De 50km a 100 km;2020;Feminino;Preta;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa de familiares e/ou amigos;Visual;Computador;0
24;Geografia - Licenciatura;Turmalina;0;Até 50km;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
23;Letras Inglês - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
25;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
24;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;1
23;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
23;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
23;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
24;Letras Português - Licenciatura;Itamonte;0;De 100 a 200 km;2020;Feminino;Branca;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;1
24;Pedagogia - Licenciatura;Jaíba;0;De 50km a 100 km;2020;Outro;Preta;Solteiro(a);Sim, atuo no setor privado;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
24;Letras Português - Licenciatura;Salinas;0;De 100 a 200 km;2020;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) particular(es);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;0
23;Educação Física - Licenciatura Plena;Pedra Azul;0;De 50km a 100 km;2020;Feminino;Preta;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Educação Física - Licenciatura Plena;Pedra Azul;0;Mais de 200 km;2020;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Pedagogia - Licenciatura;São João da Ponte;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
26;Pedagogia - Licenciatura;Jaíba;0;De 50km a 100 km;2020;Feminino;Parda;Casado(a);Outro;Até 20 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
25;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Masculino;Branca;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Educação Física - Licenciatura Plena;Capelinha;54.61;De 50km a 100 km;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
21;Educação Física - Licenciatura Plena;Capelinha;0;Moro no mesmo município do polo;2020;Feminino;Amarela;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;1
23;Educação Física - Licenciatura Plena;Pedra Azul;91.179;De 100 a 200 km;2020;Masculino;Parda;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Outro;Não tenho necessidades especiais;Smartphone;1
22;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Preta;Solteiro(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
22;Educação Física - Licenciatura Plena;Lagoa Santa;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;1
21;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
22;Geografia - Licenciatura;Turmalina;14.972;Até 50km;2020;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Smartphone;1
21;Educação Física - Licenciatura Plena;Buritizeiro;46.753;De 50km a 100 km;2020;Masculino;Parda;Solteiro(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Física (para locomoção);Computador;1
22;Educação Física - Licenciatura Plena;Capelinha;54.61;Até 50km;2020;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
43;Geografia - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
