idade_em_2023;cidade;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
30;Corinto;Matemática - Licenciatura;Corinto;0;Moro no mesmo município do polo;2023;Feminino;Parda;Divorciado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Tarde;Todos os dias da semana;Autonomia nos estudos;Sim;No trabalho;Não tenho necessidades especiais;Computador + Smartphone;0
33;Almenara;Ciências Biológicas - Licenciatura;Almenara;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
29;Almenara;Ciências Biológicas - Licenciatura;Almenara;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Técnico;Em escola(s) particular(es);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
20;Almenara;Ciências Biológicas - Licenciatura;Almenara;0;Moro no mesmo município do polo;2023;Masculino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
43;Urucuia;Geografia - Licenciatura;Urucuia;0;Mais de 200 km;2023;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;Todos os dias da semana;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
29;Almenara;Ciências Biológicas - Licenciatura;Almenara;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Técnico;Em escola(s) particular(es);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
26;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Feminino;Preta;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;A distância (ou semipresencial);Sim;Noite;Todos os dias da semana;Carga horária flexível e compatível com minha realidade;Sim;No Polo;Não tenho necessidades especiais;Computador + Smartphone;0
35;Urucuia;Geografia - Licenciatura;Urucuia;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
37;Pompéu;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Masculino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;No Polo;Não tenho necessidades especiais;Smartphone;0
30;Pompéu;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
32;Pompéu;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Técnico;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;Todos os dias da semana;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
34;Pompéu;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Parda;Viúvo(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
25;Almenara;Ciências Biológicas - Licenciatura;Almenara;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
36;São Sebastião do Paraíso;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;Mais de 200 km;2023;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
34;Buritis;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Parda;Divorciado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Concluí pelo ENEM;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
32;São Sebastião do Paraíso;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;Até 50km;2023;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
24;Jequitinhonha;Geografia - Licenciatura;Joaíma;27.634;Até 50km;2023;Masculino;Preta;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
34;São Sebastião do Paraíso;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;De 100 a 200 km;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
35;São Sebastião do Paraíso;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;Até 50km;2023;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Menos de 1 ano;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
30;Urucuia;Geografia - Licenciatura;Urucuia;0;Moro no mesmo município do polo;2023;Masculino;Branca;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
46;Corinto;Matemática - Licenciatura;Corinto;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;0
32;Manga;Geografia - Licenciatura;Jaíba;75;De 50km a 100 km;2023;Feminino;Parda;Divorciado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Técnico;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
24;São Sebastião do Paraíso;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;Até 50km;2023;Masculino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
36;Buritis;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Buritis;História - Licenciatura;Buritis;0;Até 50km;2023;Masculino;Parda;Divorciado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Sim;Presencial;Não;Tarde;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
27;Almenara;Ciências Biológicas - Licenciatura;Almenara;0;Moro no mesmo município do polo;2023;Masculino;Preta;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
43;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
48;0;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;No Polo;Não tenho necessidades especiais;Computador + Smartphone;0
28;Capitão Enéas;Geografia - Licenciatura;Jaíba;149.298;Mais de 200 km;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
20;São Sebastião do Paraíso;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;Até 50km;2023;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Manhã;Todos os dias da semana;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
24;0;História - Licenciatura;Buritis;0;Até 50km;2023;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
32;Corinto;Matemática - Licenciatura;Corinto;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
32;0;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Masculino;Parda;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Técnico;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
50;0;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Todos os dias da semana;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
20;0;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;Todos os dias da semana;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
59;0;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Menos de 1 ano;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;No Polo;Visual;Smartphone;0
22;0;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Preta;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
34;0;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Feminino;Branca;Casado(a);Sim, atuo no setor privado;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
46;Joaíma;Geografia - Licenciatura;Joaíma;0;Até 50km;2023;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;Todos os dias da semana;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
36;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
43;Buritis;História - Licenciatura;Buritis;0;Moro no mesmo município do polo;2023;Masculino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;0;Ciências Biológicas - Licenciatura;Confins;0;Até 50km;2023;Masculino;Branca;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Não;Manhã;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
40;0;Matemática - Licenciatura;Corinto;0;Moro no mesmo município do polo;2023;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
43;0;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Técnico;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Todos os dias da semana;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Visual;Computador;0
34;Bocaiúva;Ciências Biológicas - Licenciatura;Confins;350.873;Mais de 200 km;2023;Feminino;Branca;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Sim;Manhã;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
34;0;Geografia - Licenciatura;Jaíba;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Técnico;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;0;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Smartphone;0
21;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
21;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Feminino;Branca;Solteiro(a);Sim, atuo no setor privado;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;A distância (ou semipresencial);Não;Noite;Todos os dias da semana;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Visual;Smartphone;0
20;Joaíma;Geografia - Licenciatura;Joaíma;0;Até 50km;2023;Feminino;Amarela;Solteiro(a);Sim, atuo no setor privado;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Manhã;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
37;Joaíma;Geografia - Licenciatura;Joaíma;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
40;0;Geografia - Licenciatura;Urucuia;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Até 20 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
32;0;Matemática - Licenciatura;Corinto;0;Até 50km;2023;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
30;Joaíma;Geografia - Licenciatura;Joaíma;0;De 100 a 200 km;2023;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Combinação de modalidades;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Todos os dias da semana;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
27;0;Ciências Biológicas - Licenciatura;São Sebastião do Paraíso;0;Até 50km;2023;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
22;0;Geografia - Licenciatura;Urucuia;0;Moro no mesmo município do polo;2023;Feminino;Parda;Solteiro(a);Sim, atuo no setor privado;De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Técnico;Em escola(s) pública(s);De 3 a 5 anos;Não;A distância (ou semipresencial);Sim;Manhã;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador + Smartphone;0
20;Joaíma;Geografia - Licenciatura;Joaíma;0;Mais de 200 km;2023;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 1 a 3 anos;Não;Não fiz outra graduação;Sim;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
43;Pompéu;História - Licenciatura;Pompeu;0;Moro no mesmo município do polo;2023;Feminino;Parda;Casado(a);Sim, atuo no setor privado;De 21 a 40 horas;De 1 a 2 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
54;0;Matemática - Licenciatura;Corinto;0;Moro no mesmo município do polo;2023;Masculino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
31;Corinto;Matemática - Licenciatura;Corinto;0;Moro no mesmo município do polo;2023;Feminino;Preta;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
34;Urucuia;Geografia - Licenciatura;Urucuia;0;Moro no mesmo município do polo;2023;Masculino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Tarde;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Física (para locomoção);Computador + Smartphone;0
35;0;Geografia - Licenciatura;Jaíba;0;Até 50km;2023;Feminino;Preta;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Técnico;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador + Smartphone;0
